Name,State,Status,Managed By,Host,Cluster,Provisioned Space,Used Space,Guest OS,Compatibility,Memory Size,Reservation,CPUs,NICs,Uptime,IP Address,VMware Tools Version Status,"VMware Tools Running 
Status",Host CPU,Host Mem,Guest Mem - %,DNS Name,EVC Mode,UUID,Notes,Alarm Actions,HA Protection,Needs Consolidation,VM Storage Policies Compliance,Encryption,TPM,VBS
DB-TIMORLESTE,Powered On,Normal,,172.19.146.188,TBN-CSTGLNV-CL08,1.12 TB,293.35 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),31.87 GB,0 B,6,1,4 days,,guestToolsNotInstalled|0,Not running,545 MHz,31.64 GB,2,,"Intel® ""Broadwell"" Generation",42182d84-a20a-94b4-75f3-69b5081dcbf1,,Enabled,Protected,Not Required, --,No,false,false
DB_BRITA,Powered Off,Unknown,,172.19.146.109,TBN-CSTGLNV-CL03,224.44 MB,0 B,Microsoft Windows Server 2003 (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,,,,0 Hz,0 B,0,DB_BRITA,,,,Enabled,Protected,Not Required, --,No,,false
DB_BRS_172.18.40.104,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,32.2 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.0 and later (VM version 11),32 GB,0 B,12,0,0 second,,,,0 Hz,0 B,0,,,421895a2-3d55-dc28-b67d-6eb9859779fc,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
DB_Remitence_172.21.56.60,Powered Off,Unknown,,172.19.146.119,TBN-CSTGLNV-CL05,212.75 MB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.7 and later (VM version 14),,0 B,,,0 second,"169.254.49.123, 172.21.156.60, fe80::2566:be7c:1050:317b",,,0 Hz,0 B,0,DBREMMITANCE,,,,Enabled,N/A,Not Required, --,No,,false
DBA Database DORC Replikasi DRC_172.19.40.59,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,564.16 GB,80.06 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),64 GB,0 B,32,1,116 days,"172.19.40.59, fe80::250:56ff:fe98:3fb",guestToolsUnmanaged|11269,Running,153 MHz,9.75 GB,1,DBDORC4059,,4218d568-37e5-2c7c-ecb9-8793d9b562a0,,Enabled,Protected,Not Required, --,No,false,false
DBBRIEFX-TBN,Powered Off,Unknown,,172.19.146.108,TBN-CSTGLNV-CL03,232.87 MB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,"172.19.41.157, fe80::30ff:d9a8:261f:76ce",,,0 Hz,0 B,0,WIN-AIGD1352IQV,,,,Enabled,Protected,Not Required, --,No,,false
DBBRIFASTDR_64.0.0.61,Powered Off,Unknown,,172.19.146.178,TBN-CSTGLNV-CL09,224.82 MB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,,,,0 Hz,0 B,0,WIN-IN2VOETUHOQ,,,"Win Server 2008 R2 Enterprise SP1 x64
========================
Disk C : 200 GB
Mem : 16 GB
CPU : 2x4

Include:
1. Setting NTP
2. McAfee
3. Zabbix Agent",Enabled,Protected,Not Required, --,No,,false
DBEBANKDRC01,Powered Off,Unknown,,172.19.146.126,TBN-CSTGLNV-CL04,240.92 MB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,,,,0 Hz,0 B,0,DBEBANKDRC01.webebankdrc.bri.co.id,,,,Enabled,Protected,Not Required, --,No,,false
DBEBANKDRC02,Powered On,Alert,,172.19.146.114,TBN-CSTGLNV-CL04,732.54 GB,165.18 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),32 GB,0 B,16,2,15 days,"61.1.0.21, 172.19.31.79, fe80::188b:81f6:8b59:419a",guestToolsSupportedOld|10338,Running,83 MHz,31.56 GB,2,DBEBANKDRC02.webebankdrc.bri.co.id,"Intel® ""Broadwell"" Generation",564d9853-7890-b405-1a29-c4d154607c49,,Enabled,Not protected,Not Required, --,No,false,false
DBEBANKDRC03,Powered On,Normal,,172.19.146.115,TBN-CSTGLNV-CL05,732.11 GB,158.73 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,16,2,151 days,"61.1.0.22, 172.19.31.80, fe80::5950:9a21:8201:ecdf",guestToolsSupportedOld|10279,Running,83 MHz,29.41 GB,1,DBEBANKDRC03.webebankdrc.bri.co.id,"Intel® ""Broadwell"" Generation",564d11e4-b830-38d2-0088-08bccc17b95d,,Enabled,Protected,Not Required, --,No,false,false
DBEBANKDRC04,Powered Off,Normal,,172.19.146.148,TBN-CSTGLNV-CL05,732.24 GB,153.3 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,16,2,0 second,,guestToolsSupportedOld|10279,Not running,0 Hz,0 B,0,DBEBANKDRC04.webebankdrc.bri.co.id,,564d0a3e-5cfb-86ed-9e2b-d8acae9db44c,,Enabled,N/A,Not Required, --,No,false,false
DBEBANKDRC05,Powered On,Normal,,172.19.146.117,TBN-CSTGLNV-CL02,732.24 GB,208.97 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,16,2,149 days,"61.1.0.24, 172.19.31.82, fe80::31f5:89e0:e0be:8161",guestToolsSupportedOld|10279,Running,209 MHz,26.93 GB,3,DBEBANKDRC05.webebankdrc.bri.co.id,"Intel® ""Broadwell"" Generation",564d5d74-2412-8c59-e185-d6d72d8d3d54,,Enabled,Protected,Not Required, --,No,false,false
DBEBANKDRC06,Powered On,Normal,,172.19.146.125,TBN-CSTGLNV-CL02,732.27 GB,200.84 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,16,2,163 days,"61.1.0.25, 172.19.31.83, fe80::1b4:42f7:d19a:8bb5",guestToolsSupportedOld|10279,Running,734 MHz,29.39 GB,2,DBEBANKDRC06.webebankdrc.bri.co.id,"Intel® ""Broadwell"" Generation",564d6989-035b-eac8-aea4-414965b706c2,,Enabled,Protected,Not Required, --,No,false,false
DBEBANKDRC07,Powered Off,Alert,,172.19.146.197,TBN-CSTGLNV-CL04,732.24 GB,185.14 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,16,2,0 second,,guestToolsSupportedOld|10279,Not running,0 Hz,0 B,0,DBEBANKDRC07.webebankdrc.bri.co.id,,564d2045-b732-0247-2352-b6440a0e8c28,,Enabled,Not protected,Not Required, --,No,false,false
DBEBANKDRC08,Powered Off,Unknown,,172.19.146.197,TBN-CSTGLNV-CL04,0 B,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),,0 B,,,0 second,"172.19.31.85, 172.19.31.85",,,0 Hz,0 B,0,DBEBANKDRC08.webebankdrc.bri.co.id,,,,Enabled,Protected,Not Required, --,No,,false
DBEBANKDRC09,Powered Off,Unknown,,172.19.146.125,TBN-CSTGLNV-CL02,240.92 MB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),,0 B,,,0 second,"172.19.31.86, 172.19.31.86",,,0 Hz,0 B,0,DBEBANKDRC09.webebankdrc.bri.co.id,,,,Enabled,N/A,Not Required, --,No,,false
DBEBANKDRC10,Powered Off,Unknown,,172.19.146.117,TBN-CSTGLNV-CL02,240.92 MB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),,0 B,,,0 second,"172.19.31.87, 172.19.31.87",,,0 Hz,0 B,0,DBEBANKDRC10.webebankdrc.bri.co.id,,,,Enabled,N/A,Not Required, --,No,,false
DBEBANKDRC11,Powered Off,Normal,,172.19.146.197,TBN-CSTGLNV-CL04,732.24 GB,130.69 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,16,2,0 second,,guestToolsSupportedOld|10279,Not running,0 Hz,0 B,0,DBEBANKDRC11.webebankdrc.bri.co.id,,564d484e-5d29-eb7f-5658-2246e855a47f,,Enabled,N/A,Not Required, --,No,false,false
DBEBANKDRC12,Powered Off,Alert,,172.19.146.195,TBN-CSTGLNV-CL04,732.24 GB,158.12 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,16,2,0 second,,guestToolsSupportedOld|10279,Not running,0 Hz,0 B,0,DBEBANKDRC12.webebankdrc.bri.co.id,,564d0178-715e-4c90-d31b-e314d779a621,,Enabled,Not protected,Not Required, --,No,false,false
DBEBANKDRC13,Powered Off,Normal,,172.19.146.195,TBN-CSTGLNV-CL04,732.24 GB,174.21 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,16,2,0 second,,guestToolsSupportedOld|10279,Not running,0 Hz,0 B,0,DBEBANKDRC13.webebankdrc.bri.co.id,,564d4754-b6a1-3fb1-8b4e-938e662bf0d2,,Enabled,N/A,Not Required, --,No,false,false
DBEBANKSQL09_172.18.31.86,Powered Off,Normal,,172.19.148.46,TBN-COM-HP-CL04,996.27 GB,561.26 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),96 GB,0 B,32,3,0 second,,guestToolsSupportedOld|10346,Not running,0 Hz,0 B,0,EBANKSQL09.webebankgti.bri.co.id,,4236c510-7372-de27-4130-c56a859db007,,Enabled,N/A,Not Required, --,No,false,false
DBEBANKSQL09_172.18.31.86_disable_vlan 07/04/202,Powered Off,Normal,,172.19.148.28,TBN-COM-HP-CL03,996.27 GB,560.39 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),96 GB,0 B,32,3,0 second,"169.254.106.217, 192.168.53.117, 172.19.31.86, 169.254.135.50, 172.24.31.86",guestToolsSupportedOld|10346,Not running,0 Hz,0 B,0,EBANKSQL09.webebankgti.bri.co.id,,4236c510-7372-de27-4130-c56a859db007,,Enabled,N/A,Not Required, --,No,false,false
DBEBANKSQL13_172.18.31.77,Powered On,Normal,,tbn-com-hb07.hci.bri.co.id,TBN-COM-HB-CL01,984.29 GB,906.6 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),96 GB,0 B,32,1,33 days,172.19.31.77,guestToolsSupportedNew|10346,Running,482 MHz,95.86 GB,2,EBANKSQL13.webebankgti.bri.co.id,"Intel® ""Broadwell"" Generation",564d6517-8a77-93d2-9816-fd5b91687f6c,,Enabled,Protected,Not Required, --,No,false,false
DBEBANKSQL_172.18.31.113_SINGLEIP,Powered Off,Normal,,172.19.146.176,TBN-CSTGLNV-CL09,32.22 GB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,24,0,0 second,,,Not running,0 Hz,0 B,0,,,42180bd9-c9e7-d689-5183-8f14d2c0a40f,,Enabled,N/A,Not Required, --,No,false,false
dboms-addons-tbn,Powered Off,Unknown,,172.19.146.108,TBN-CSTGLNV-CL03,216.39 MB,0 B,Microsoft Windows Server 2012 (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,"172.19.41.158, fe80::e9cd:e3d5:ebc7:2c80",,,0 Hz,0 B,0,WIN-TF2C8H1R9EH,,,,Enabled,Protected,Not Required, --,No,,false
DBPOOL-PSI_172.21.20.17_sudahvreps,Powered Off,Normal,,172.19.148.37,TBN-COM-HP-CL01,836.46 GB,379.53 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,24,1,0 second,,guestToolsNotInstalled|0,Not running,0 Hz,0 B,0,,,4218fabb-4c87-0ef8-2b27-2dceb1e334ee,,Enabled,N/A,Not Required, --,No,false,false
DBPOOLPSR-DIKLAT,Powered Off,Unknown,,172.19.146.130,TBN-CSTGLNV-CL05,467.13 GB,467.13 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,,,,0 Hz,0 B,0,WIN-IN2VOETUHOQ,,,"Win Server 2008 R2 Enterprise SP1 x64
========================
Disk C : 200 GB
Mem : 16 GB
CPU : 2x4

Include:
1. Setting NTP
2. McAfee
3. Zabbix Agent",Enabled,N/A,Not Required, --,No,,false
DBPORTALSSODIKLAT_172.19.133.223,Powered On,Normal,,172.19.146.187,TBN-CSTGLNV-CL07,142.3 GB,142.3 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),7 GB,0 B,4,1,4 days,,guestToolsNotInstalled|0,Not running,83 MHz,7.06 GB,5,,"Intel® ""Broadwell"" Generation",42181429-05ee-d3e9-0d0a-13c6dc9ab0a1,,Enabled,Protected,Not Required, --,No,false,false
DBPORTALSSODIKLAT_172.19.133.223_1,Powered On,Normal,,172.19.147.237,TBN-CSTGHP-CL05,143.09 GB,143.09 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),7 GB,0 B,4,1,16 hours,,guestToolsNotInstalled|0,Not running,647 MHz,5.41 GB,12,,"Intel® ""Haswell"" Generation",421852e2-64d1-9475-4624-08bfe3dc2755,,Enabled,Protected,Not Required, --,No,false,false
DBREMITTANCE_64.0.0.236,Powered Off,Normal,,172.19.146.129,TBN-CSTGLNV-CL07,1.58 TB,26.97 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,1,0 second,,guestToolsSupportedOld|10249,Not running,0 Hz,0 B,0,WIN-IN2VOETUHOQ,,4218720c-985f-9ff4-3daa-3ac316651194,"Win Server 2008 R2 Enterprise SP1 x64
========================
Disk C : 200 GB
Mem : 16 GB
CPU : 2x4

Include:
1. Setting NTP
2. McAfee
3. Zabbix Agent",Enabled,N/A,Not Required, --,No,false,false
DBTRAINING02.DEVEBANK.BRI.CO.ID_172.19.133.33,Powered Off,Normal,,172.19.146.124,TBN-CSTGLNV-CL07,79.2 GB,75.01 GB,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),4 GB,0 B,2,1,0 second,,guestToolsSupportedOld|8295,Not running,0 Hz,0 B,0,DBTRAINING02,,421886ff-8ff3-6a09-d7d1-91221bcac6c2,,Enabled,N/A,Not Required, --,No,false,false
DBTRAINING_EBANK_172.19.133.111,Powered On,Warning,,172.19.147.246,TBN-CSTGHP-CL05,148.1 GB,113.17 GB,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),8 GB,0 B,4,1,4 days,172.19.133.111,guestToolsSupportedOld|8295,Running,1.61 GHz,1.99 GB,1,DBTRAINING02.DEVEBANK.BRI.CO.ID,"Intel® ""Haswell"" Generation",42188803-291d-4455-ab4e-3b8d8d3b16db,,Enabled,Protected,Required, --,No,false,false
dcaprobe_10.7.0-00,Powered On,Alert,,172.19.146.116,TBN-CSTGLNV-CL03,236.11 GB,236.11 GB,Oracle Linux 4/5 or later (64-bit),ESXi 6.0 and later (VM version 11),36 GB,0 B,12,1,1 days,172.19.146.216,guestToolsUnmanaged|11269,Running,41 MHz,5.23 GB,1,probehost,"Intel® ""Broadwell"" Generation",4218c1cf-c2c6-90f0-7869-8739b224aaf5,,Enabled,Not protected,Not Required, --,No,false,false
DCDRCEBANK,Powered Off,Alert,,172.19.146.114,TBN-CSTGLNV-CL04,116.2 GB,100 GB,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,1,0 second,172.19.31.20,guestToolsSupportedOld|10249,Not running,0 Hz,0 B,0,dcdrcebank.webebankdrc.bri.co.id,,564de8a1-7598-116c-3179-5a1a8e3803fe,,Enabled,Not protected,Not Required, --,No,false,false
DCIM-DCE ISD_172.18.65.164,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,8.69 GB,0 B,Other Linux (64-bit),ESX/ESXi 4.0 and later (VM version 7),8 GB,0 B,2,0,0 second,,,,0 Hz,0 B,0,,,42181b3d-1f9c-997a-b2c2-94bb31cae110,"A vendor-neutral, scalable monitoring system which collects, organizes, and distributes critical alerts, surveillance video and key information, providing a unified view of complex physical infrastructure environments from anywhere on the network.",Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
Deployment DRM_172.18.145.193,Powered On,Normal,,172.19.148.50,TBN-COM-HP-CL05,576.09 GB,154.46 GB,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),16 GB,0 B,4,0,3 days,,guestToolsSupportedOld|10287,Running,241 MHz,5.91 GB,2,DEPLOYMENT-DRM,,422af3fc-8a36-4c2e-32ca-63a2578717ec,,Enabled,Protected,Not Required, --,No,false,false
Deployment_Tabanan_172.19.147.200_Windows2012,Powered On,Normal,,tbn-com-hb01.hci.bri.co.id,TBN-COM-HB-CL01,308.24 GB,308.24 GB,Microsoft Windows Server 2012 (64-bit),ESXi 6.0 and later (VM version 11),24 GB,0 B,24,1,191 days,172.19.147.200,guestToolsCurrent|10338,Running,4.81 GHz,24.16 GB,13,TBNVSAN147200,"Intel® ""Broadwell"" Generation",42184b15-08a2-bdcd-c81e-ff7356a58c09,,Enabled,Protected,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
Digital Saving Replikasi DRC_172.19.40.58,Powered On,Normal,,172.19.148.48,TBN-COM-HP-CL05,1 TB,439.95 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),24 GB,0 B,12,1,115 days,"172.19.40.58, fe80::250:56ff:fe98:4112",guestToolsUnmanaged|11301,Running,131 MHz,24.05 GB,1,DSAVREPDR4058,,4218baac-713d-aedc-1c1f-8381591882b6,,Enabled,Protected,Not Required, --,No,false,false
Domain DRC_off,Powered Off,Normal,,172.19.146.129,TBN-CSTGLNV-CL07,114.18 GB,7.8 GB,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),4 GB,0 B,4,1,0 second,,guestToolsSupportedOld|10246,Not running,0 Hz,0 B,0,,,564da33d-707c-b30a-484d-28aa3e0aa427,,Enabled,N/A,Not Required, --,No,false,false
DRC SWIFT TAIPE Prod_172.19.46.21,Powered On,Normal,,172.19.148.50,TBN-COM-HP-CL05,532.11 GB,48.69 GB,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,16,1,25 days,"172.19.46.21, fe80::19cd:821d:ef8c:85",guestToolsCurrent|11297,Running,460 MHz,21.57 GB,4,SWIFTTAIPEPROD5419,,422aa848-d67a-9ee8-5734-a79bbd238cc5,,Enabled,Protected,Not Required, --,No,false,false
DRC_vCenter_Appliance_65,Powered On,Normal,,172.19.146.130,TBN-CSTGLNV-CL05,422.82 GB,138.07 GB,Other 3.x Linux (64-bit),ESXi 5.5 and later (VM version 10),24 GB,0 B,8,1,178 days,172.19.146.245,guestToolsUnmanaged|2147483647,Running,167 MHz,17.16 GB,6,photon-machine,"Intel® ""Broadwell"" Generation",564d7f79-d0ef-a0c7-d64a-401ff1581b98,VMware vCenter Server Appliance,Enabled,Protected,Not Required, --,No,false,false
DRCDNSINTERNAL1.WORKGROUP,Powered Off,Unknown,,172.19.146.109,TBN-CSTGLNV-CL03,224.44 MB,0 B,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,,,,0 Hz,0 B,0,,,,,Enabled,Protected,Not Required, --,No,,false
drinterfacekurs,Powered On,Normal,,172.19.146.130,TBN-CSTGLNV-CL05,562.91 GB,128.41 GB,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),15.99 GB,0 B,16,2,178 days,"64.0.0.223, 169.254.0.1",guestToolsSupportedOld|10249,Running,8.5 GHz,8.18 GB,1,drinterfacekurs,"Intel® ""Broadwell"" Generation",564d64d6-c188-5a11-e054-0a85b3d7ecb6,,Enabled,Protected,Not Required, --,No,false,false
DWH Rekening Koran 09_172.18.141.88_new,Powered Off,Normal,com.vmware.vcDr,172.19.146.155,TBN-CSTGLNV-CL14,64.19 GB,0 B,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),64 GB,0 B,6,0,0 second,,,Not running,0 Hz,0 B,0,,,4218083e-6d61-10d6-3080-c54b609f1726,,Enabled,N/A,Not Required, --,No,false,false
E-Billing Apps_172.18.119.11,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb03.hci.bri.co.id,TBN-COM-HB-CL01,8.18 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,0,0 second,,,,0 Hz,0 B,0,,,4218802e-8b61-e334-f62f-acc130d73dae,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
E-Billing DB_172.18.86.11,Powered Off,Normal,,172.19.146.185,TBN-CSTGLNV-CL14,8.18 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,42180fde-7781-49e5-8002-50eddf2fea39,,Enabled,N/A,Not Required, --,No,false,false
E-Filling Management DB_172.18.86.17,Powered Off,Normal,,172.19.146.155,TBN-CSTGLNV-CL14,16.19 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,8,0,0 second,,,Not running,0 Hz,0 B,0,,,4218050f-81dd-9925-2f80-00fdfc30a0f6,,Enabled,N/A,Not Required, --,No,false,false
E-Filling Management Messaging_172.18.80.16,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,8.18 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,0,0 second,,,,0 Hz,0 B,0,,,42181f1c-aa65-0167-2567-f2498aa282cf,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
E-Filling Web API DB_172.18.86.13,Powered Off,Normal,com.vmware.vcDr,172.19.146.155,TBN-CSTGLNV-CL14,16.19 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,8,0,0 second,,,Not running,0 Hz,0 B,0,,,4218c77d-b0ea-4e1b-9957-ab0804ab9e87,,Enabled,N/A,Not Required, --,No,false,false
E-Filling Web API FrontEnd_172.18.119.12,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,8.18 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,0,0 second,,,,0 Hz,0 B,0,,,421834c4-d173-b193-470b-2d452a7b22d2,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
E-filling_172.18.104.128,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb03.hci.bri.co.id,TBN-COM-HB-CL01,32.19 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,8,0,0 second,,,,0 Hz,0 B,0,,,4218cb8e-c871-7c3d-ff73-26c80d52102f,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
e-sign server_172.18.45.63,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,16.19 GB,0 B,CentOS 7 (64-bit),ESXi 6.5 and later (VM version 13),16 GB,0 B,8,0,0 second,,,,0 Hz,0 B,0,,,42184f97-932c-43d7-f1ce-4ae0d7c90ec3,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
EA App_172.18.46.163,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb03.hci.bri.co.id,TBN-COM-HB-CL01,16.19 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),16 GB,0 B,8,0,0 second,,,,0 Hz,0 B,0,,,421852a8-3f93-5e21-4e18-663e5045cd23,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
EA DB_172.18.42.20,Powered Off,Unknown,,tbn-com-hb05.hci.bri.co.id,TBN-COM-HB-CL01,32.19 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),,0 B,,,0 second,,,,0 Hz,0 B,0,,,,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,,false
EA Reporting_172.18.65.203,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,32.19 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,8,0,0 second,,,,0 Hz,0 B,0,,,4218f826-ec4e-ea0d-f494-dd2ea4c12bd9,,Enabled,N/A,Not Required,"Noncompliant (Aug 27, 2021 8:08 AM)",No,false,false
Ecopay DB_172.18.40.248,Powered Off,Normal,com.vmware.vcDr,172.19.146.185,TBN-CSTGLNV-CL14,24.2 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),24 GB,0 B,12,0,0 second,,,Not running,0 Hz,0 B,0,,,4218c634-e426-d873-3a74-fd21fb393667,,Enabled,N/A,Not Required, --,No,false,false
Ecopay_172.18.104.180_NewSetup,Powered Off,Normal,,172.19.146.180,TBN-CSTGLNV-CL09,16.7 GB,0 B,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),16 GB,0 B,8,0,0 second,,,Not running,0 Hz,0 B,0,,,421808b3-639c-2686-82da-9f60e8cbae60,,Enabled,N/A,Not Required, --,No,false,false
EDB Server_172.18.141.254,Powered Off,Normal,,172.19.146.180,TBN-CSTGLNV-CL09,32.21 GB,0 B,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,16,0,0 second,,,Not running,0 Hz,0 B,0,,,42187e0a-969b-c0f3-8a60-27cecddf1cee,,Enabled,N/A,Not Required, --,No,false,false
EDCPRO DB (Clone_41.66) 172.18.40.97,Powered Off,Normal,,172.19.146.185,TBN-CSTGLNV-CL14,24.19 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.5 and later (VM version 13),24 GB,0 B,8,0,0 second,,,Not running,0 Hz,0 B,0,,,42186f7e-0c81-7c00-f942-b08a1f03e5e7,,Enabled,N/A,Not Required, --,No,false,false
EdgeMicro 45.140,Powered Off,Unknown,,172.19.146.120,TBN-CSTGLNV-CL02,308.12 GB,13.52 GB,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),,0 B,,,0 second,"172.19.45.140, fe80::250:56ff:febd:5aea",,,0 Hz,0 B,0,EdgeMicro,,,,Enabled,N/A,Not Required, --,No,,false
EDR_Trend Micro_172.19.97.115,Powered On,Normal,,tbn-com-hb12.hci.bri.co.id,TBN-COM-HB-CL01,516.12 GB,54.75 GB,Microsoft Windows Server 2016 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,2,1,117 days,"172.19.97.115, fe80::58a7:9b49:fc0a:2612",guestToolsSupportedOld|10249,Running,3 GHz,16.08 GB,12,EDRTM97115,"Intel® ""Broadwell"" Generation",4218f0b5-03cf-d959-82d0-2a9fa226d736,,Enabled,Protected,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
