Name,State,Status,Managed By,Host,Cluster,Provisioned Space,Used Space,Guest OS,Compatibility,Memory Size,Reservation,CPUs,NICs,Uptime,IP Address,VMware Tools Version Status,"VMware Tools Running 
Status",Host CPU,Host Mem,Guest Mem - %,DNS Name,EVC Mode,UUID,Notes,Alarm Actions,HA Protection,Needs Consolidation,VM Storage Policies Compliance,Encryption,TPM,VBS
Core Banking UKLN Singapore Active Directory DRC_172.19.89.10,Powered On,Normal,,tbn-com-hb15.hci.bri.co.id,TBN-COM-HB-CL02,516.12 GB,66.72 GB,Microsoft Windows Server 2016 (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,2,1,52 days,"172.19.89.10, fe80::1c:a596:eafa:6a4c",guestToolsSupportedNew|10346,Running,461 MHz,16.07 GB,22,UKLNSGAD8910,"Intel® ""Broadwell"" Generation",422a2bb8-8b8e-fea1-75b9-6f769e441bbd,,Enabled,Protected,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
Core Banking UKLN Singapore APP DRC_172.19.89.11,Powered On,Normal,,tbn-com-hb17.hci.bri.co.id,TBN-COM-HB-CL02,712.12 GB,62.1 GB,Microsoft Windows Server 2016 (64-bit),ESXi 6.7 and later (VM version 14),12 GB,0 B,2,1,160 days,"172.19.89.11, fe80::fcda:9ae3:a91d:da45",guestToolsSupportedNew|10346,Running,377 MHz,12.05 GB,23,UKLNSGAPP8911,"Intel® ""Broadwell"" Generation",421843d5-92cc-6de1-cbaf-c2dda5fc88db,,Enabled,Protected,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
Core Banking UKLN Singapore DB-1 DRC_172.19.89.12,Powered On,Normal,,tbn-com-hb15.hci.bri.co.id,TBN-COM-HB-CL02,716.11 GB,68.93 GB,Microsoft Windows Server 2016 (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,2,1,52 days,"172.19.89.12, fe80::b415:c320:3bca:e9be",guestToolsSupportedNew|10346,Running,776 MHz,16.08 GB,7,UKLNSGDB8912,"Intel® ""Broadwell"" Generation",4218ea34-2983-64f5-234f-4ff395b41779,,Enabled,Protected,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
Core Banking UKLN Singapore WEB DRC_172.19.89.13,Powered On,Normal,,tbn-com-hb17.hci.bri.co.id,TBN-COM-HB-CL02,404.11 GB,41.4 GB,Microsoft Windows Server 2016 (64-bit),ESXi 6.7 and later (VM version 14),4 GB,0 B,2,1,10 days,"172.19.89.13, fe80::83d:4cf1:8905:3b91",guestToolsSupportedNew|10346,Running,83 MHz,4.04 GB,14,UKLNSGWEB8913,"Intel® ""Broadwell"" Generation",421879b3-7e28-f0dd-a7c9-977287a22743,,Enabled,Protected,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
Core Patch Management 2_172.18.65.169,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,16.19 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),16 GB,0 B,8,0,0 second,,,,0 Hz,0 B,0,,,4218f95a-b64f-d605-ee15-fd7f814a8e0d,,Enabled,N/A,Not Required,"Noncompliant (Jul 21, 2021 12:08 AM)",No,false,false
Corporate Culture (CLONE)_172.18.45.243,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,32.7 GB,0 B,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),32 GB,0 B,8,0,0 second,,,,0 Hz,0 B,0,,,42183c8b-405f-ee30-4e0d-f3a5d8f451fb,,Enabled,N/A,Not Required,"Noncompliant (Jul 21, 2021 12:08 AM)",No,false,false
Cybersource to Visa Net_172.18.104.136,Powered Off,Normal,,172.19.146.185,TBN-CSTGLNV-CL14,16.7 GB,0 B,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),16 GB,0 B,8,0,0 second,,,Not running,0 Hz,0 B,0,,,42183c05-5b26-b7ca-bba3-9b9cbc6453cf,,Enabled,N/A,Not Required, --,No,false,false
Dasboard PNBP Polri_172.18.45.70,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,30.21 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),30 GB,0 B,16,0,0 second,,,,0 Hz,0 B,0,,,4218dfc9-6e79-dfa1-a340-9d793e8aa23c,,Enabled,N/A,Not Required,"Noncompliant (Jul 21, 2021 12:08 AM)",No,false,false
Dashboard BRIKS GTI_172.18.65.175,Powered Off,Normal,,172.19.146.185,TBN-CSTGLNV-CL14,8.69 GB,0 B,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),8 GB,0 B,2,0,0 second,,,Not running,0 Hz,0 B,0,,,42184156-7a7b-2016-f113-a44a5eb4ad56,,Enabled,N/A,Not Required, --,No,false,false
Dashboard Debitur Naik Kelas_172.18.40.231,Powered Off,Normal,,172.19.146.176,TBN-CSTGLNV-CL09,6.18 GB,0 B,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.5 and later (VM version 13),6 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,4218f13e-516b-e58a-4fbc-ed4881643552,,Enabled,N/A,Not Required, --,No,false,false
Dashboard Kartu Berchip_172.18.40.101,Powered Off,Unknown,,tbn-com-hb11.hci.bri.co.id,TBN-COM-HB-CL01,32.19 GB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),,0 B,,,0 second,,,,0 Hz,0 B,0,,,,,Enabled,N/A,Not Required,"Noncompliant (Jul 21, 2021 12:08 AM)",No,,false
Dashboard PIP DB_172.18.40.212,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb03.hci.bri.co.id,TBN-COM-HB-CL01,48.19 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),48 GB,0 B,8,0,0 second,,,,0 Hz,0 B,0,,,42186558-742d-4c95-c084-9a6eb5eb94f3,,Enabled,N/A,Not Required,"Noncompliant (Jul 21, 2021 12:08 AM)",No,false,false
Dashboard Value Chain (Briconnect)_172.18.46.20(Clone),Powered On,Normal,,172.19.148.46,TBN-COM-HP-CL04,332.14 GB,138.54 GB,Microsoft Windows Server 2012 (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,32,2,82 days,,guestToolsNotInstalled|0,Not running,592 MHz,32.2 GB,2,,,422a94c1-4937-cb9b-0f5e-eadbfe79d7cb,,Enabled,Protected,Not Required, --,No,false,false
Dashboard_MIS_172.18.40.217,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,32.19 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,8,0,0 second,,,,0 Hz,0 B,0,,,421836a1-9dd8-cd4e-6d25-79b7650d23e8,,Enabled,N/A,Not Required,"Noncompliant (Jul 21, 2021 12:08 AM)",No,false,false
Database BRIHC Replikasi_172.19.40.110,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,2.55 TB,1.97 TB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),92 GB,0 B,32,1,45 days,"172.19.40.110, fe80::250:56ff:feaa:f186",guestToolsUnmanaged|10247,Running,65 MHz,91.72 GB,1,REPDBBRIHC40110,,422a242a-da6f-a465-dba5-713da088b00b,,Enabled,Protected,Not Required, --,No,false,false
Database Brilink_172.19.40.31,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,3.31 TB,2.03 TB,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.7 and later (VM version 14),64 GB,0 B,24,3,46 days,"172.19.40.31, fe80::250:56ff:feaa:c803",guestToolsSupportedOld|10338,Running,21 MHz,6.11 GB,1,BRILINKDB4031,,422af740-dd00-ec01-9973-f5da13f19f74,,Enabled,Protected,Not Required, --,No,false,false
Database Brisim_172.18.141.90,Powered On,Normal,,172.19.148.48,TBN-COM-HP-CL05,1.17 TB,392.99 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),52 GB,0 B,32,1,1 days,,guestToolsUnmanaged|10341,Running,1.8 GHz,52.17 GB,8,DBBRISIM14190,,422a4d67-5407-f235-691f-45a320e9b401,,Enabled,Protected,Not Required, --,No,false,false
Database Brisim_172.19.40.89,Powered On,Normal,,172.19.148.50,TBN-COM-HP-CL05,1.17 TB,463.71 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),52 GB,0 B,32,1,1 days,"172.19.40.89, fe80::250:56ff:feaa:cbcd",guestToolsUnmanaged|10341,Running,219 MHz,52.11 GB,1,DBBRISIM4089,,422a4d67-5407-f235-691f-45a320e9b401,,Enabled,Protected,Not Required, --,No,false,false
Database EDC1_TBN_172.19.40.61,Powered On,Normal,,172.19.148.48,TBN-COM-HP-CL05,548.11 GB,406.46 GB,Ubuntu Linux (64-bit),ESXi 6.5 and later (VM version 13),48 GB,0 B,8,1,46 days,"172.19.40.61, fe80::250:56ff:feaa:1fc3",guestToolsSupportedOld|10346,Running,65 MHz,48.1 GB,2,DatabaseEDC14061,,422aaf34-6445-d16a-44a0-9a6f71561b7a,,Enabled,Protected,Not Required, --,No,false,false
Database Jamsostek Prod DRC_172.19.40.104,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,1.14 TB,162.17 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,32,1,27 days,"172.19.40.104, fe80::250:56ff:fe98:a511",guestToolsSupportedOld|10346,Running,109 MHz,32.04 GB,1,DBJAMSOSTEKDRC40104,,4218bb62-af40-66d7-dda2-50f8f694763c,,Enabled,Protected,Not Required, --,No,false,false
Database Jamsostek Prod_172.18.141.104,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,168.15 GB,103.97 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,32,1,14 hours,,guestToolsSupportedOld|10346,Running,1.54 GHz,3.33 GB,6,DBJAMSOSTEK141104,,422a46ab-3ad1-9543-f6da-19107e5717ef,,Enabled,Protected,Not Required, --,No,false,false
Database MySQL (DBA) 1_172.19.40.25,Powered On,Normal,,tbn-com-af08.hci.bri.co.id,TBN-COM-AF-CL01,532.1 GB,101.64 GB,Red Hat Enterprise Linux 8 (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,8,1,215 days,"172.19.40.25, fe80::a850:a010:b84d:4e5b",guestToolsUnmanaged|11264,Running,2.64 GHz,9.58 GB,1,DBMYSQL4025,"Intel® ""Broadwell"" Generation",4218da49-44ee-a26c-ef6a-5411f6489be8,,Enabled,Protected,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
Database MySQL (DBA) 2_172.19.40.26,Powered On,Normal,,tbn-com-hb01.hci.bri.co.id,TBN-COM-HB-CL01,532.11 GB,172.37 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,8,1,87 days,"172.19.40.26, fe80::250:56ff:feaa:31e5",guestToolsUnmanaged|11269,Running,41 MHz,18.57 GB,1,DBMYSQL4026,"Intel® ""Broadwell"" Generation",422a6d8d-3b0e-d1a3-44d3-62f508bab128,,Enabled,Protected,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
DB Bell Notif Brimo DRC_172.19.40.57,Powered On,Normal,,172.19.148.49,TBN-COM-HP-CL05,516.12 GB,27.8 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,16,1,5 days,"172.19.40.57, fe80::250:56ff:feaa:8a45",guestToolsUnmanaged|11301,Running,21 MHz,3.3 GB,1,DBBellNotifBrimoDRC4057,,422ac40b-fe19-693a-222b-3399437cac03,,Enabled,Protected,Not Required, --,No,false,false
DB Briapi_172.19.40.62,Powered On,Normal,,172.19.148.50,TBN-COM-HP-CL05,2.3 TB,671.99 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,10,1,2 days,"172.19.40.62, fe80::250:56ff:feaa:9131",guestToolsUnmanaged|10247,Running,21 MHz,32.14 GB,1,DBBriapi4062,,422aa931-63cd-022b-0fd5-69cdf7063d26,,Enabled,Protected,Not Required, --,No,false,false
DB BRIConnect_172.18.141.244,Powered On,Normal,,172.19.148.49,TBN-COM-HP-CL05,832.14 GB,39.5 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,32,2,5 days,"172.19.41.244, fe80::250:56ff:feaa:ac2",guestToolsUnmanaged|10341,Running,21 MHz,3.83 GB,1,ubuntu,,422a0173-cc5c-28aa-6392-f36b6b50e137,,Enabled,Protected,Not Required, --,No,false,false
DB Briconnect_172.19.40.82,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,1.79 TB,45.15 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,32,1,1 days,"172.19.40.82, fe80::250:56ff:feaa:7e35",guestToolsUnmanaged|10341,Running,1.97 GHz,23.87 GB,11,DBBriconnect4082,,422a19c6-a352-113d-59c7-3b56a98b00ef,,Enabled,Protected,Not Required, --,No,false,false
DB BRIGUNA_172.18.42.26,Powered Off,Normal,,172.19.146.180,TBN-CSTGLNV-CL09,24.19 GB,0 B,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.7 and later (VM version 14),24 GB,0 B,8,0,0 second,,,Not running,0 Hz,0 B,0,,,4218e816-6d3d-4267-b051-a736e4f3bf4a,,Enabled,N/A,Not Required, --,No,false,false
DB BRILINK DRC 1_172.19.133.85_172.19.132.38,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,"1,008.09 GB",33.31 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,2,79 days,"172.19.133.85, 172.19.132.38, fe80::250:56ff:fe98:2d0f, fe80::250:56ff:fe98:3351",guestToolsUnmanaged|11269,Running,153 MHz,7.98 GB,3,DBBRILINKDRC13385,,4218ed64-2a98-db90-ea87-5b29b78cf207,,Enabled,Protected,Not Required, --,No,false,false
DB BRILINK DRC 2_172.19.133.86_172.19.132.39,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,"1,008.09 GB",33.31 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,2,79 days,"172.19.133.86, 172.19.132.39, fe80::250:56ff:fe98:16cf, fe80::250:56ff:fe98:c517",guestToolsUnmanaged|11269,Running,153 MHz,7.98 GB,3,DBBRILINKDRC13386,,4218cd86-672f-132e-5d73-2191a52c153b,,Enabled,Protected,Not Required, --,No,false,false
DB BRILINK DRC 3_172.19.133.87_172.19.132.40,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,"1,008.09 GB",33.31 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,2,79 days,"172.19.133.87, 172.19.132.40, fe80::250:56ff:fe98:1b8a, fe80::250:56ff:fe98:ae1a",guestToolsUnmanaged|11269,Running,153 MHz,7.98 GB,1,DBBRILINK13387,,4218c822-cdd1-527e-c124-310f78b50286,,Enabled,Protected,Not Required, --,No,false,false
DB Bripasti_172.19.40.28,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,798.15 GB,735.37 GB,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),48 GB,0 B,24,1,25 days,"172.19.40.28, fe80::20c:29ff:fe96:c887",guestToolsUnmanaged|10247,Running,614 MHz,25.35 GB,1,BripastiDB4028,"Intel® ""Broadwell"" Generation",564da296-b7e2-7a90-e578-b58f9b96c887,,Enabled,Protected,Not Required, --,No,false,false
DB BRISIM_172.18.141.242,Powered On,Normal,,172.19.148.49,TBN-COM-HP-CL05,1.17 TB,322.66 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),52 GB,0 B,32,3,46 days,"172.19.41.242, fe80::250:56ff:feaa:43b8",guestToolsUnmanaged|10341,Running,21 MHz,52.2 GB,1,ubuntu,,422a8d7e-ad71-14b9-98af-ef94c29a38c1,,Enabled,Protected,Not Required, --,No,false,false
DB Brismile_172.19.40.83,Powered On,Normal,,172.19.148.50,TBN-COM-HP-CL05,316.11 GB,157.56 GB,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),16 GB,0 B,16,1,3 days,"172.19.40.83, 192.168.122.1, fe80::20c:29ff:fe86:f6d0",guestToolsUnmanaged|10247,Running,394 MHz,6.25 GB,10,DBBrismile4083,"Intel® ""Broadwell"" Generation",564dbc60-45e4-2063-6eef-18d5a786f6d0,,Enabled,Protected,Not Required, --,No,false,false
DB BRITAX DRC_172.19.41.45,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,136.16 GB,136.16 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,24,1,2 days,"172.19.41.45, fe80::250:56ff:feaa:78e6",guestToolsSupportedOld|10346,Running,197 MHz,15.95 GB,14,DBBRITAXDRC4145,,422a5c16-f072-cfbf-5bb7-b20528049261,,Enabled,Protected,Not Required, --,No,false,false
DB BRS Loan Portfolio Guideline (DRC)_172.18.40.105,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,16.19 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),16 GB,0 B,8,0,0 second,,,,0 Hz,0 B,0,,,4218058d-d835-0ef9-1503-7913c4efacd1,,Enabled,N/A,Not Required,"Noncompliant (Jul 21, 2021 12:08 AM)",No,false,false
DB CCAccess KKD_172.18.141.174,Powered Off,Normal,,172.19.148.49,TBN-COM-HP-CL05,1.1 TB,"1,012.71 GB",Ubuntu Linux (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,1,0 second,,guestToolsSupportedOld|10247,Not running,0 Hz,0 B,0,,,422aeb44-e869-a1b3-bea1-af0bb31da664,,Enabled,N/A,Not Required, --,No,false,false
DB CCAccess KKD_172.19.40.60,Powered On,Normal,,172.19.148.48,TBN-COM-HP-CL05,1.12 TB,1.02 TB,Ubuntu Linux (64-bit),ESXi 6.0 and later (VM version 11),32 GB,0 B,16,1,4 days,"172.19.40.60, fe80::250:56ff:feaa:c983",guestToolsUnmanaged|10247,Running,175 MHz,32.05 GB,4,DBCCAccessKKD_4060,,422ac726-a095-6abc-f0ca-4c568e6169c9,,Enabled,Protected,Not Required, --,No,false,false
DB CHS DRS_172.19.41.44,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,984.01 GB,984.01 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,64,1,79 days,"172.19.41.44, fe80::250:56ff:feaa:2b0d",guestToolsCurrent|10358,Running,175 MHz,32.13 GB,1,DBCHSDRC4144,,422a6d39-a0f0-8ac7-5a19-55a44b046ba5,,Enabled,Protected,Not Required, --,No,false,false
DB CMS DRC 1_172.19.133.88_172.19.132.41,Powered On,Normal,,172.19.148.49,TBN-COM-HP-CL05,"1,008.12 GB",22.87 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,2,48 days,"172.19.133.88, 172.19.132.41, fe80::250:56ff:fe98:768d, fe80::250:56ff:fe98:cf2e",guestToolsUnmanaged|11269,Running,21 MHz,7.96 GB,1,DBCMSDRC13388,,42189415-2be5-8e58-d854-537843d172af,,Enabled,Protected,Not Required, --,No,false,false
DB CMS DRC 2_172.19.133.89_172.19.132.42,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,"1,008.12 GB",22.76 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,2,79 days,"172.19.133.89, 172.19.132.42, fe80::250:56ff:fe98:8780, fe80::250:56ff:fe98:f58",guestToolsUnmanaged|11269,Running,21 MHz,7.97 GB,2,DBCMSDRC13389,,4218a13d-d5a2-ea9d-5b80-b829b50eda6d,,Enabled,Protected,Not Required, --,No,false,false
DB CMS DRC 3_172.19.133.90_172.19.132.43,Powered On,Normal,,172.19.148.47,TBN-COM-HP-CL05,"1,008.12 GB",22.83 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,2,79 days,"172.19.133.90, 172.19.132.43, fe80::250:56ff:fe98:bbb8, fe80::250:56ff:fe98:5671",guestToolsUnmanaged|11269,Running,21 MHz,7.97 GB,1,DBCMSDRC13390,,42180941-70f9-7f3d-0c0c-0ada9475c769,,Enabled,Protected,Not Required, --,No,false,false
DB CPM_172.18.40.72,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,32.18 GB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,4,0,0 second,,,,0 Hz,0 B,0,,,4218f2dd-2c10-0171-478e-aee38b10dab1,,Enabled,N/A,Not Required,"Noncompliant (Jul 21, 2021 12:08 AM)",No,false,false
DB CRM_172.18.41.86_teslive,Powered On,Normal,,172.19.146.186,TBN-CSTGLNV-CL06,4.81 TB,2.06 TB,Microsoft Windows Server 2012 (64-bit),ESXi 6.7 and later (VM version 14),50 GB,0 B,16,1,61 days,,guestToolsNotInstalled|0,Not running,104 MHz,20.41 GB,1,,"Intel® ""Broadwell"" Generation",421824e1-09b8-643d-a9aa-9b2a43f01c45,,Enabled,Protected,Not Required, --,No,false,false
DB DWH KMK-WA_172.18.42.31,Powered Off,Normal,com.vmware.vcDr,172.19.146.180,TBN-CSTGLNV-CL09,21.2 GB,0 B,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.5 and later (VM version 13),21 GB,0 B,12,0,0 second,,,Not running,0 Hz,0 B,0,,,4218c92b-87d0-a9a2-522f-d39efd28af66,,Enabled,N/A,Not Required, --,No,false,false
DB e-Sign_172.18.40.163,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,16.19 GB,0 B,CentOS 7 (64-bit),ESXi 6.5 and later (VM version 13),16 GB,0 B,8,0,0 second,,,,0 Hz,0 B,0,,,4218c7f1-201c-5e02-5657-0442a8af8ab2,,Enabled,N/A,Not Required,"Noncompliant (Jul 21, 2021 12:08 AM)",No,false,false
DB EDC PRO DRC_172.19.41.46,Powered On,Normal,,172.19.148.48,TBN-COM-HP-CL05,732.09 GB,556.56 GB,Ubuntu Linux (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,8,1,46 days,"172.19.41.46, fe80::250:56ff:feaa:681c",guestToolsSupportedOld|10338,Running,21 MHz,12.14 GB,1,DBEDCPRODRC4146,,422a5700-12f7-cbfa-86a6-eb3f71ca0752,,Enabled,Protected,Not Required, --,No,false,false
DB EJ Online DRC Prod_172.19.40.75,Powered On,Normal,,172.19.148.34,TBN-COM-HP-CL05,6.75 TB,617.48 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),112 GB,0 B,32,1,10 days,172.19.40.75,guestToolsUnmanaged|10247,Running,43 MHz,3.92 GB,1,DBEJONL141133,,422af973-afcd-6452-55d0-6afd181a4391,,Enabled,Protected,Not Required, --,No,false,false
DB EWS_172.18.40.232,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb02.hci.bri.co.id,TBN-COM-HB-CL01,64.21 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),64 GB,0 B,16,0,0 second,,,,0 Hz,0 B,0,,,4218d280-3c13-8c94-837c-dbb349be0f61,,Enabled,N/A,Not Required,"Noncompliant (Jul 21, 2021 12:08 AM)",No,false,false
DB Kartu Tani_172.19.41.146,Powered On,Normal,,172.19.148.50,TBN-COM-HP-CL05,1.82 TB,1.06 TB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),64 GB,0 B,64,1,3 days,"172.19.41.146, fe80::250:56ff:feaa:8e1e",guestToolsUnmanaged|10247,Running,548 MHz,8.36 GB,8,DBKartuTani41146,,422ad123-bd73-6801-64c5-001012c85a1f,,Enabled,Protected,Not Required, --,No,false,false
DB KMK-WA_172.18.42.30,Powered Off,Unknown,com.vmware.vcDr,tbn-com-hb03.hci.bri.co.id,TBN-COM-HB-CL01,24.2 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),24 GB,0 B,12,0,0 second,,,,0 Hz,0 B,0,,,42184996-e3f2-592b-b5df-6d4f19438a6a,,Enabled,N/A,Not Required,"Noncompliant (Jul 21, 2021 12:08 AM)",No,false,false
DB Legal Care_172.19.40.78,Powered On,Normal,,172.19.148.50,TBN-COM-HP-CL05,1.62 TB,92.86 GB,Ubuntu Linux (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,16,1,1 days,"172.19.40.78, fe80::250:56ff:feaa:5431",guestToolsUnmanaged|10247,Running,241 MHz,13.85 GB,15,DBLegalCare4078,,422acaf5-258c-a607-5491-2762b1a4a9a5,use this 4.4.0-116 kernel to avoid kernel panic  when rebooted,Enabled,Protected,Not Required, --,No,false,false
DB Micro Focus Fortify_172.19.65.165,Powered On,Normal,,172.19.148.49,TBN-COM-HP-CL05,1.53 TB,93.71 GB,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.7 and later (VM version 14),64 GB,0 B,8,1,38 days,172.19.65.165,guestToolsCurrent|11297,Running,87 MHz,36.83 GB,1,DBMICRODRC65165,,4218ce2b-719f-b363-5661-f5c03c267124,,Enabled,Protected,Not Required, --,No,false,false
DB Money Changer_172.19.40.32,Powered On,Normal,,172.19.148.48,TBN-COM-HP-CL05,732.15 GB,411.66 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,24,1,27 days,,guestToolsSupportedOld|10346,Running,87 MHz,31.4 GB,2,mchangerdb,,422a5294-6839-41d2-a912-c07abf77edc1,,Enabled,Protected,Not Required, --,No,false,false
DB Notif Brimo DRC_172.19.40.67,Powered On,Normal,,172.19.148.49,TBN-COM-HP-CL05,266.12 GB,171.89 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,16,1,5 days,"172.19.40.67, fe80::250:56ff:feaa:8864",guestToolsUnmanaged|10304,Running,21 MHz,2.19 GB,1,DBNotifBrimoDRC4067,,422aca2a-a493-eddd-817a-2704ebd54432,,Enabled,Protected,Not Required, --,No,false,false
DB Open Account Brimo DRC_172.19.40.65,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,836.09 GB,77.44 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,16 MB,16,1,1 days,"172.19.40.65, fe80::250:56ff:feaa:339c",guestToolsUnmanaged|10304,Running,43 MHz,3.19 GB,1,DBOpenAccountBrimoDRC4065,,422ad10a-d9c4-7fdb-00da-25c55fee933a,,Enabled,Protected,Not Required, --,No,false,false
DB Portal Brimo DRC_172.19.40.34,Powered On,Normal,,172.19.148.50,TBN-COM-HP-CL05,836.12 GB,21.8 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,16 MB,16,1,13 days,"172.19.40.34, fe80::250:56ff:feaa:16f7",guestToolsUnmanaged|10304,Running,21 MHz,2.96 GB,1,DBPortalBrimoDRC4034,,422ac7bf-7461-2290-e626-936995568a0b,,Enabled,Protected,Not Required, --,No,false,false
